COG	Gene.ID	Locus.Tag	Gene.Product.Name	Genome.ID	Genome.Name	Batch1	Start.Coord	End.Coord	Gene_Product	NCBI.Biosample.Accession	Cat
	2682469761	Ga0128518_102344	Eco57I restriction-modification methylase	2681813000	Enterococcus canis NBRC 100695	13	344996	346021	NA	SAMD00046312	NA
	2682469889	Ga0128518_10380	 peptidoglycan transpeptidase precursor, ErfK-YbiS-YhnG family	2681813000	Enterococcus canis NBRC 100695	13	86394	87803	NA	SAMD00046312	NA
	2682470840	Ga0128518_1079	hypothetical protein	2681813000	Enterococcus canis NBRC 100695	13	8098	8946	NA	SAMD00046312	NA
	2682470796	Ga0128518_106174	hypothetical protein	2681813000	Enterococcus canis NBRC 100695	13	182069	183130	NA	SAMD00046312	NA
	2682470653	Ga0128518_10631	hypothetical protein	2681813000	Enterococcus canis NBRC 100695	13	27060	27230	NA	SAMD00046312	NA
	2682471109	Ga0128518_10980	LPXTG-motif cell wall anchor domain-containing protein	2681813000	Enterococcus canis NBRC 100695	13	67314	70781	NA	SAMD00046312	NA
	2682469414	Ga0128518_101695	hypothetical protein	2681813000	Enterococcus canis NBRC 100695	13	676036	676854	NA	SAMD00046312	NA
	2682469440	Ga0128518_10221	hypothetical protein	2681813000	Enterococcus canis NBRC 100695	13	23899	24567	NA	SAMD00046312	NA
	2682471471	Ga0128518_1201	hypothetical protein	2681813000	Enterococcus canis NBRC 100695	13	435	950	NA	SAMD00046312	NA
	2682471355	Ga0128518_11351	endo-alpha-N-acetylgalactosaminidase	2681813000	Enterococcus canis NBRC 100695	13	43576	49260	NA	SAMD00046312	NA
	2682468924	Ga0128518_101203	Acetyltransferase (GNAT) domain-containing protein	2681813000	Enterococcus canis NBRC 100695	13	182298	182741	NA	SAMD00046312	NA
	2682470216	Ga0128518_10449	Acetyltransferase (GNAT) domain-containing protein	2681813000	Enterococcus canis NBRC 100695	13	50116	50574	NA	SAMD00046312	NA
	2682469470	Ga0128518_10251	Acetyltransferase (GNAT) domain-containing protein	2681813000	Enterococcus canis NBRC 100695	13	61767	62066	NA	SAMD00046312	NA
	2682469736	Ga0128518_102319	Acetyltransferase (GNAT) domain-containing protein	2681813000	Enterococcus canis NBRC 100695	13	321289	321753	NA	SAMD00046312	NA
	2682469128	Ga0128518_101408	Acetyltransferase (GNAT) domain-containing protein	2681813000	Enterococcus canis NBRC 100695	13	394216	394680	NA	SAMD00046312	NA
	2682470226	Ga0128518_10459	Acetyltransferase (GNAT) domain-containing protein	2681813000	Enterococcus canis NBRC 100695	13	60165	60572	NA	SAMD00046312	NA
	2682469038	Ga0128518_101318	Acetyltransferase (GNAT) domain-containing protein	2681813000	Enterococcus canis NBRC 100695	13	312179	312589	NA	SAMD00046312	NA
	2682469108	Ga0128518_101388	Acetyltransferase (GNAT) domain-containing protein	2681813000	Enterococcus canis NBRC 100695	13	373694	374077	NA	SAMD00046312	NA
	2682468777	Ga0128518_10154	hypothetical protein	2681813000	Enterococcus canis NBRC 100695	13	39160	41253	NA	SAMD00046312	NA
	2682471347	Ga0128518_11343	energy-coupling factor transport system ATP-binding protein	2681813000	Enterococcus canis NBRC 100695	13	35134	35460	NA	SAMD00046312	NA
	2682470689	Ga0128518_10667	hypothetical protein	2681813000	Enterococcus canis NBRC 100695	13	58806	59039	NA	SAMD00046312	NA
	2682470861	Ga0128518_10730	hypothetical protein	2681813000	Enterococcus canis NBRC 100695	13	29815	30195	NA	SAMD00046312	NA
	2682470737	Ga0128518_106115	hypothetical protein	2681813000	Enterococcus canis NBRC 100695	13	115690	116157	NA	SAMD00046312	NA
	2682469553	Ga0128518_102135	hypothetical protein	2681813000	Enterococcus canis NBRC 100695	13	144093	144617	NA	SAMD00046312	NA
	2682471401	Ga0128518_11514	LysM domain-containing protein	2681813000	Enterococcus canis NBRC 100695	13	10814	11653	NA	SAMD00046312	NA
	2682470227	Ga0128518_10460	hypothetical protein	2681813000	Enterococcus canis NBRC 100695	13	60618	61019	NA	SAMD00046312	NA
	2682471108	Ga0128518_10979	LysM domain-containing protein	2681813000	Enterococcus canis NBRC 100695	13	66368	67216	NA	SAMD00046312	NA
	2682468818	Ga0128518_10197	LysM domain-containing protein	2681813000	Enterococcus canis NBRC 100695	13	76636	77259	NA	SAMD00046312	NA
	2682471270	Ga0128518_11220	Acyltransferase family protein	2681813000	Enterococcus canis NBRC 100695	13	29741	30655	NA	SAMD00046312	NA
	2682471219	Ga0128518_11131	energy-coupling factor transport system substrate-specific component	2681813000	Enterococcus canis NBRC 100695	13	25505	26137	NA	SAMD00046312	NA
	2682470429	Ga0128518_10547	energy-coupling factor transport system substrate-specific component	2681813000	Enterococcus canis NBRC 100695	13	42857	43414	NA	SAMD00046312	NA
	2682469905	Ga0128518_10396	hypothetical protein	2681813000	Enterococcus canis NBRC 100695	13	99021	99194	NA	SAMD00046312	NA
	2682468744	Ga0128518_10121	Lysozyme-like	2681813000	Enterococcus canis NBRC 100695	13	7435	8040	NA	SAMD00046312	NA
	2682469211	Ga0128518_101491	hypothetical protein	2681813000	Enterococcus canis NBRC 100695	13	471616	472014	NA	SAMD00046312	NA
	2682468929	Ga0128518_101208	enoyl-[acyl-carrier protein] reductase II	2681813000	Enterococcus canis NBRC 100695	13	187410	187727	NA	SAMD00046312	NA
	2682471106	Ga0128518_10977	hypothetical protein	2681813000	Enterococcus canis NBRC 100695	13	65251	65472	NA	SAMD00046312	NA
	2682469196	Ga0128518_101476	Enterocin A Immunity	2681813000	Enterococcus canis NBRC 100695	13	457971	458276	NA	SAMD00046312	NA
	2682471390	Ga0128518_1153	hypothetical protein	2681813000	Enterococcus canis NBRC 100695	13	653	967	NA	SAMD00046312	NA
	2682471332	Ga0128518_11328	epsilon antitoxin	2681813000	Enterococcus canis NBRC 100695	13	23976	24176	NA	SAMD00046312	NA
	2682468830	Ga0128518_101109	hypothetical protein	2681813000	Enterococcus canis NBRC 100695	13	87475	87936	NA	SAMD00046312	NA
	2682468978	Ga0128518_101257	ethanolamine utilization protein	2681813000	Enterococcus canis NBRC 100695	13	249918	250490	NA	SAMD00046312	NA
	2682471475	Ga0128518_1205	hypothetical protein	2681813000	Enterococcus canis NBRC 100695	13	4649	4933	NA	SAMD00046312	NA
	2682469847	Ga0128518_10338	hypothetical protein	2681813000	Enterococcus canis NBRC 100695	13	38414	39019	NA	SAMD00046312	NA
	2682468981	Ga0128518_101260	ethanolamine utilization protein EutM	2681813000	Enterococcus canis NBRC 100695	13	251773	252060	NA	SAMD00046312	NA
	2682468761	Ga0128518_10138	hypothetical protein	2681813000	Enterococcus canis NBRC 100695	13	24834	25124	NA	SAMD00046312	NA
	2682469407	Ga0128518_101688	Helix-turn-helix	2681813000	Enterococcus canis NBRC 100695	13	669479	669748	NA	SAMD00046312	NA
	2682469354	Ga0128518_101635	alpha-amylase	2681813000	Enterococcus canis NBRC 100695	13	610288	611751	NA	SAMD00046312	NA
	2682468735	Ga0128518_10112	hypothetical protein	2681813000	Enterococcus canis NBRC 100695	13	1310	1429	NA	SAMD00046312	NA
	2682469379	Ga0128518_101660	excinuclease ABC subunit C	2681813000	Enterococcus canis NBRC 100695	13	635428	636414	NA	SAMD00046312	NA
	2682471239	Ga0128518_11151	alpha-galactosidase	2681813000	Enterococcus canis NBRC 100695	13	53645	55747	NA	SAMD00046312	NA
	2682469825	Ga0128518_10315	hypothetical protein	2681813000	Enterococcus canis NBRC 100695	13	14663	14872	NA	SAMD00046312	NA
	2682470676	Ga0128518_10654	hypothetical protein	2681813000	Enterococcus canis NBRC 100695	13	46751	46906	NA	SAMD00046312	NA
	2682471545	Ga0128518_1326	hypothetical protein	2681813000	Enterococcus canis NBRC 100695	13	2208	2336	NA	SAMD00046312	NA
	2682469085	Ga0128518_101365	two-component system, OmpR family, sensor histidine kinase VanS	2681813000	Enterococcus canis NBRC 100695	13	352063	353157	NA	SAMD00046312	NA
	2682470179	Ga0128518_10412	hypothetical protein	2681813000	Enterococcus canis NBRC 100695	13	13176	14321	NA	SAMD00046312	NA
	2682470001	Ga0128518_103192	Alpha/beta hydrolase family protein	2681813000	Enterococcus canis NBRC 100695	13	196240	196953	NA	SAMD00046312	NA
	2682469972	Ga0128518_103163	alpha/beta hydrolase fold	2681813000	Enterococcus canis NBRC 100695	13	160724	161530	NA	SAMD00046312	NA
	2682470724	Ga0128518_106102	two-component system, sensor histidine kinase YesM	2681813000	Enterococcus canis NBRC 100695	13	101872	103602	NA	SAMD00046312	NA
	2682468846	Ga0128518_101125	FBP C-terminal treble-clef zinc-finger	2681813000	Enterococcus canis NBRC 100695	13	103484	104119	NA	SAMD00046312	NA
	2682469175	Ga0128518_101455	hypothetical protein	2681813000	Enterococcus canis NBRC 100695	13	434912	435322	NA	SAMD00046312	NA
	2682470731	Ga0128518_106109	aminoglycoside 6'-N-acetyltransferase I	2681813000	Enterococcus canis NBRC 100695	13	108672	109199	NA	SAMD00046312	NA
	2682469335	Ga0128518_101616	aminoglycoside 6-adenylyltransferase	2681813000	Enterococcus canis NBRC 100695	13	590554	591405	NA	SAMD00046312	NA
	2682469558	Ga0128518_102140	hypothetical protein	2681813000	Enterococcus canis NBRC 100695	13	150092	150196	NA	SAMD00046312	NA
	2682469491	Ga0128518_10272	hypothetical protein	2681813000	Enterococcus canis NBRC 100695	13	76180	76539	NA	SAMD00046312	NA
	2682469133	Ga0128518_101413	hypothetical protein	2681813000	Enterococcus canis NBRC 100695	13	398979	399278	NA	SAMD00046312	NA
	2682470495	Ga0128518_105113	hypothetical protein	2681813000	Enterococcus canis NBRC 100695	13	105335	105733	NA	SAMD00046312	NA
	2682471204	Ga0128518_11116	hypothetical protein	2681813000	Enterococcus canis NBRC 100695	13	10969	11193	NA	SAMD00046312	NA
	2682470800	Ga0128518_106178	hypothetical protein	2681813000	Enterococcus canis NBRC 100695	13	186856	187242	NA	SAMD00046312	NA
	2682469557	Ga0128518_102139	hypothetical protein	2681813000	Enterococcus canis NBRC 100695	13	149736	150095	NA	SAMD00046312	NA
	2682471131	Ga0128518_11010	hypothetical protein	2681813000	Enterococcus canis NBRC 100695	13	6721	7866	NA	SAMD00046312	NA
	2682470403	Ga0128518_10521	hypothetical protein	2681813000	Enterococcus canis NBRC 100695	13	17972	18313	NA	SAMD00046312	NA
	2682468740	Ga0128518_10117	hypothetical protein	2681813000	Enterococcus canis NBRC 100695	13	4804	5175	NA	SAMD00046312	NA
	2682469115	Ga0128518_101395	hypothetical protein	2681813000	Enterococcus canis NBRC 100695	13	381136	381912	NA	SAMD00046312	NA
	2682469547	Ga0128518_102129	Aromatic acid exporter family member 1	2681813000	Enterococcus canis NBRC 100695	13	138531	139127	NA	SAMD00046312	NA
	2682470062	Ga0128518_103254	 DNA polymerase III, delta prime subunit	2681813000	Enterococcus canis NBRC 100695	13	264296	265210	NA	SAMD00046312	NA
	2682471530	Ga0128518_1301	hypothetical protein	2681813000	Enterococcus canis NBRC 100695	13	209	496	NA	SAMD00046312	NA
	2682469220	Ga0128518_101500	hypothetical protein	2681813000	Enterococcus canis NBRC 100695	13	477120	477491	NA	SAMD00046312	NA
	2682470659	Ga0128518_10637	Asparagine synthase	2681813000	Enterococcus canis NBRC 100695	13	30230	31267	NA	SAMD00046312	NA
	2682471336	Ga0128518_11332	hypothetical protein	2681813000	Enterococcus canis NBRC 100695	13	25940	26566	NA	SAMD00046312	NA
	2682469197	Ga0128518_101477	hypothetical protein	2681813000	Enterococcus canis NBRC 100695	13	458461	458640	NA	SAMD00046312	NA
	2682471424	Ga0128518_11537	hypothetical protein	2681813000	Enterococcus canis NBRC 100695	13	23673	23846	NA	SAMD00046312	NA
	2682468817	Ga0128518_10196	 ATP-dependent DNA helicase RecQ	2681813000	Enterococcus canis NBRC 100695	13	75082	76497	NA	SAMD00046312	NA
	2682471033	Ga0128518_108102	hypothetical protein	2681813000	Enterococcus canis NBRC 100695	13	91254	91391	NA	SAMD00046312	NA
	2682469967	Ga0128518_103158	Mga helix-turn-helix domain-containing protein	2681813000	Enterococcus canis NBRC 100695	13	153716	155221	NA	SAMD00046312	NA
	2682470848	Ga0128518_10717	hypothetical protein	2681813000	Enterococcus canis NBRC 100695	13	13419	13811	NA	SAMD00046312	NA
	2682469212	Ga0128518_101492	hypothetical protein	2681813000	Enterococcus canis NBRC 100695	13	472253	472402	NA	SAMD00046312	NA
	2682471249	Ga0128518_11161	Mga helix-turn-helix domain-containing protein	2681813000	Enterococcus canis NBRC 100695	13	65368	66885	NA	SAMD00046312	NA
	2682469964	Ga0128518_103155	hypothetical protein	2681813000	Enterococcus canis NBRC 100695	13	149794	150855	NA	SAMD00046312	NA
	2682469448	Ga0128518_10229	hypothetical protein	2681813000	Enterococcus canis NBRC 100695	13	32808	33257	NA	SAMD00046312	NA
	2682471201	Ga0128518_11113	Fusaric acid resistance protein-like	2681813000	Enterococcus canis NBRC 100695	13	8414	9169	NA	SAMD00046312	NA
	2682469927	Ga0128518_103118	hypothetical protein	2681813000	Enterococcus canis NBRC 100695	13	120200	120469	NA	SAMD00046312	NA
	2682471494	Ga0128518_1233	hypothetical protein	2681813000	Enterococcus canis NBRC 100695	13	1329	1790	NA	SAMD00046312	NA
	2682471442	Ga0128518_1171	hypothetical protein	2681813000	Enterococcus canis NBRC 100695	13	147	494	NA	SAMD00046312	NA
	2682471330	Ga0128518_11326	hypothetical protein	2681813000	Enterococcus canis NBRC 100695	13	23392	23673	NA	SAMD00046312	NA
	2682469865	Ga0128518_10356	putative ABC transport system permease protein	2681813000	Enterococcus canis NBRC 100695	13	57183	59210	NA	SAMD00046312	NA
	2682470768	Ga0128518_106146	GHKL domain-containing protein	2681813000	Enterococcus canis NBRC 100695	13	149020	150831	NA	SAMD00046312	NA
	2682469628	Ga0128518_102210	GHKL domain-containing protein	2681813000	Enterococcus canis NBRC 100695	13	213730	215094	NA	SAMD00046312	NA
	2682468737	Ga0128518_10114	GHKL domain-containing protein	2681813000	Enterococcus canis NBRC 100695	13	2259	3584	NA	SAMD00046312	NA
	2682469296	Ga0128518_101576	glmS glucosamine-6-phosphate activated ribozyme	2681813000	Enterococcus canis NBRC 100695	13	551117	551265	NA	SAMD00046312	NA
	2682469873	Ga0128518_10364	hypothetical protein	2681813000	Enterococcus canis NBRC 100695	13	64602	64760	NA	SAMD00046312	NA
	2682469416	Ga0128518_101697	hypothetical protein	2681813000	Enterococcus canis NBRC 100695	13	677840	678325	NA	SAMD00046312	NA
	2682469252	Ga0128518_101532	hypothetical protein	2681813000	Enterococcus canis NBRC 100695	13	506651	507022	NA	SAMD00046312	NA
	2682471096	Ga0128518_10967	 transcriptional regulator, XRE family with cupin sensor	2681813000	Enterococcus canis NBRC 100695	13	55598	56137	NA	SAMD00046312	NA
	2682469772	Ga0128518_102355	hypothetical protein	2681813000	Enterococcus canis NBRC 100695	13	355980	356498	NA	SAMD00046312	NA
	2682468860	Ga0128518_101139	hypothetical protein	2681813000	Enterococcus canis NBRC 100695	13	118005	118133	NA	SAMD00046312	NA
	2682469303	Ga0128518_101583	hypothetical protein	2681813000	Enterococcus canis NBRC 100695	13	560250	560951	NA	SAMD00046312	NA
	2682469719	Ga0128518_102302	Glucose-6-phosphate 1-dehydrogenase	2681813000	Enterococcus canis NBRC 100695	13	304546	305265	NA	SAMD00046312	NA
	2682470054	Ga0128518_103246	hypothetical protein	2681813000	Enterococcus canis NBRC 100695	13	257936	258220	NA	SAMD00046312	NA
	2682470347	Ga0128518_104180	hypothetical protein	2681813000	Enterococcus canis NBRC 100695	13	192928	193794	NA	SAMD00046312	NA
	2682471037	Ga0128518_1094	hypothetical protein	2681813000	Enterococcus canis NBRC 100695	13	3274	3762	NA	SAMD00046312	NA
	2682471498	Ga0128518_1237	hypothetical protein	2681813000	Enterococcus canis NBRC 100695	13	5979	6440	NA	SAMD00046312	NA
	2682469279	Ga0128518_101559	hypothetical protein	2681813000	Enterococcus canis NBRC 100695	13	535228	535950	NA	SAMD00046312	NA
	2682469492	Ga0128518_10273	hypothetical protein	2681813000	Enterococcus canis NBRC 100695	13	76739	77245	NA	SAMD00046312	NA
	2682469955	Ga0128518_103146	hypothetical protein	2681813000	Enterococcus canis NBRC 100695	13	145539	145829	NA	SAMD00046312	NA
	2682469091	Ga0128518_101371	hypothetical protein	2681813000	Enterococcus canis NBRC 100695	13	359529	359849	NA	SAMD00046312	NA
	2682468768	Ga0128518_10145	Bacterial RNase P class B	2681813000	Enterococcus canis NBRC 100695	13	30765	31132	NA	SAMD00046312	NA
	2682470068	Ga0128518_103260	Bacterial small signal recognition particle RNA	2681813000	Enterococcus canis NBRC 100695	13	269185	269271	NA	SAMD00046312	NA
	2682469262	Ga0128518_101542	Bacteriocin-protection, YdeI or OmpD-Associated	2681813000	Enterococcus canis NBRC 100695	13	513931	514575	NA	SAMD00046312	NA
	2682470411	Ga0128518_10529	 two component transcriptional regulator, AraC family	2681813000	Enterococcus canis NBRC 100695	13	25330	26055	NA	SAMD00046312	NA
	2682470082	Ga0128518_103274	CsbD-like	2681813000	Enterococcus canis NBRC 100695	13	281778	282053	NA	SAMD00046312	NA
	2682469670	Ga0128518_102253	 SSU ribosomal protein S21P	2681813000	Enterococcus canis NBRC 100695	13	253868	254044	NA	SAMD00046312	NA
	2682470183	Ga0128518_10416	hypothetical protein	2681813000	Enterococcus canis NBRC 100695	13	17503	18492	NA	SAMD00046312	NA
	2682471104	Ga0128518_10975	hypothetical protein	2681813000	Enterococcus canis NBRC 100695	13	63699	64082	NA	SAMD00046312	NA
	2682470287	Ga0128518_104120	 glutamate 5-kinase	2681813000	Enterococcus canis NBRC 100695	13	125869	126669	NA	SAMD00046312	NA
	2682471269	Ga0128518_11219	hypothetical protein	2681813000	Enterococcus canis NBRC 100695	13	27769	29148	NA	SAMD00046312	NA
	2682471367	Ga0128518_1148	hypothetical protein	2681813000	Enterococcus canis NBRC 100695	13	9501	9665	NA	SAMD00046312	NA
	2682471145	Ga0128518_11024	glycine reductase	2681813000	Enterococcus canis NBRC 100695	13	20676	21197	NA	SAMD00046312	NA
	2682468849	Ga0128518_101128	hypothetical protein	2681813000	Enterococcus canis NBRC 100695	13	106087	106407	NA	SAMD00046312	NA
	2682469159	Ga0128518_101439	hypothetical protein	2681813000	Enterococcus canis NBRC 100695	13	420353	420625	NA	SAMD00046312	NA
	2682470835	Ga0128518_1074	hypothetical protein	2681813000	Enterococcus canis NBRC 100695	13	4236	4442	NA	SAMD00046312	NA
	2682469869	Ga0128518_10360	Beta-lactamase	2681813000	Enterococcus canis NBRC 100695	13	61893	63158	NA	SAMD00046312	NA
	2682469569	Ga0128518_102151	beta-lactamase class A	2681813000	Enterococcus canis NBRC 100695	13	159699	160604	NA	SAMD00046312	NA
	2682471086	Ga0128518_10957	hypothetical protein	2681813000	Enterococcus canis NBRC 100695	13	47500	47607	NA	SAMD00046312	NA
	2682469065	Ga0128518_101345	Glycosyl hydrolases family 2	2681813000	Enterococcus canis NBRC 100695	13	334701	336452	NA	SAMD00046312	NA
	2682470142	Ga0128518_103334	 cell division protein ZapA	2681813000	Enterococcus canis NBRC 100695	13	343776	344210	NA	SAMD00046312	NA
	2682470139	Ga0128518_103331	 thioredoxin	2681813000	Enterococcus canis NBRC 100695	13	340395	340709	NA	SAMD00046312	NA
	2682470032	Ga0128518_103224	hypothetical protein	2681813000	Enterococcus canis NBRC 100695	13	237419	237847	NA	SAMD00046312	NA
	2682469647	Ga0128518_102229	hypothetical protein	2681813000	Enterococcus canis NBRC 100695	13	233082	233282	NA	SAMD00046312	NA
	2682469549	Ga0128518_102131	Biotin-requiring enzyme	2681813000	Enterococcus canis NBRC 100695	13	140309	140659	NA	SAMD00046312	NA
	2682471402	Ga0128518_11515	hypothetical protein	2681813000	Enterococcus canis NBRC 100695	13	11643	11837	NA	SAMD00046312	NA
	2682469888	Ga0128518_10379	glyoxylase I family protein	2681813000	Enterococcus canis NBRC 100695	13	85812	86183	NA	SAMD00046312	NA
	2682469724	Ga0128518_102307	hypothetical protein	2681813000	Enterococcus canis NBRC 100695	13	312152	312322	NA	SAMD00046312	NA
	2682470184	Ga0128518_10417	hypothetical protein	2681813000	Enterococcus canis NBRC 100695	13	18508	19218	NA	SAMD00046312	NA
	2682469275	Ga0128518_101555	hypothetical protein	2681813000	Enterococcus canis NBRC 100695	13	531251	531406	NA	SAMD00046312	NA
	2682470099	Ga0128518_103291	hypothetical protein	2681813000	Enterococcus canis NBRC 100695	13	300637	300786	NA	SAMD00046312	NA
	2682469433	Ga0128518_10214	 transcriptional antiterminator, BglG family	2681813000	Enterococcus canis NBRC 100695	13	14667	16133	NA	SAMD00046312	NA
	2682469990	Ga0128518_103181	 transcriptional antiterminator, BglG family	2681813000	Enterococcus canis NBRC 100695	13	184826	185653	NA	SAMD00046312	NA
	2682471024	Ga0128518_10893	 transcriptional antiterminator, BglG family	2681813000	Enterococcus canis NBRC 100695	13	80558	81397	NA	SAMD00046312	NA
	2682470673	Ga0128518_10651	hypothetical protein	2681813000	Enterococcus canis NBRC 100695	13	44050	44907	NA	SAMD00046312	NA
	2682470787	Ga0128518_106165	 transcriptional antiterminator, BglG family	2681813000	Enterococcus canis NBRC 100695	13	170302	171150	NA	SAMD00046312	NA
	2682470736	Ga0128518_106114	 transcriptional antiterminator, BglG family	2681813000	Enterococcus canis NBRC 100695	13	114491	115372	NA	SAMD00046312	NA
	2682470693	Ga0128518_10671	 transcriptional antiterminator, BglG family	2681813000	Enterococcus canis NBRC 100695	13	63921	64757	NA	SAMD00046312	NA
	2682470698	Ga0128518_10676	 transcriptional antiterminator, BglG family	2681813000	Enterococcus canis NBRC 100695	13	71246	72100	NA	SAMD00046312	NA
	2682469544	Ga0128518_102126	hypothetical protein	2681813000	Enterococcus canis NBRC 100695	13	135748	136260	NA	SAMD00046312	NA
	2682470008	Ga0128518_103199	 CRISPR-associated protein, Cas5d family	2681813000	Enterococcus canis NBRC 100695	13	211530	212255	NA	SAMD00046312	NA
	2682470007	Ga0128518_103198	 CRISPR-associated protein, Csd1 family	2681813000	Enterococcus canis NBRC 100695	13	209641	211533	NA	SAMD00046312	NA
	2682469119	Ga0128518_101399	hypothetical protein	2681813000	Enterococcus canis NBRC 100695	13	386586	386765	NA	SAMD00046312	NA
	2682468855	Ga0128518_101134	 CRISPR-associated protein, Csn2 family	2681813000	Enterococcus canis NBRC 100695	13	113451	114113	NA	SAMD00046312	NA
	2682469532	Ga0128518_102113	 transcriptional regulator, AraC family	2681813000	Enterococcus canis NBRC 100695	13	125607	126443	NA	SAMD00046312	NA
	2682471540	Ga0128518_1321	hypothetical protein	2681813000	Enterococcus canis NBRC 100695	13	1	237	NA	SAMD00046312	NA
	2682470877	Ga0128518_10746	hypothetical protein	2681813000	Enterococcus canis NBRC 100695	13	47299	47607	NA	SAMD00046312	NA
	2682471066	Ga0128518_10934	hypothetical protein	2681813000	Enterococcus canis NBRC 100695	13	28038	28256	NA	SAMD00046312	NA
	2682470036	Ga0128518_103228	hypothetical protein	2681813000	Enterococcus canis NBRC 100695	13	241303	242007	NA	SAMD00046312	NA
	2682471528	Ga0128518_1292	hypothetical protein	2681813000	Enterococcus canis NBRC 100695	13	1705	2055	NA	SAMD00046312	NA
	2682470940	Ga0128518_1088	hypothetical protein	2681813000	Enterococcus canis NBRC 100695	13	5512	5673	NA	SAMD00046312	NA
	2682471421	Ga0128518_11534	hypothetical protein	2681813000	Enterococcus canis NBRC 100695	13	22681	22860	NA	SAMD00046312	NA
	2682469562	Ga0128518_102144	Helix-turn-helix	2681813000	Enterococcus canis NBRC 100695	13	153508	154317	NA	SAMD00046312	NA
	2682469419	Ga0128518_101700	Helix-turn-helix domain of transposase family ISL3	2681813000	Enterococcus canis NBRC 100695	13	680869	681369	NA	SAMD00046312	NA
	2682471031	Ga0128518_108100	Helix-turn-helix domain-containing protein	2681813000	Enterococcus canis NBRC 100695	13	88472	88666	NA	SAMD00046312	NA
	2682470843	Ga0128518_10712	Helix-turn-helix domain-containing protein	2681813000	Enterococcus canis NBRC 100695	13	10757	11032	NA	SAMD00046312	NA
	2682469764	Ga0128518_102347	Helix-turn-helix domain-containing protein	2681813000	Enterococcus canis NBRC 100695	13	347970	348260	NA	SAMD00046312	NA
	2682469002	Ga0128518_101282	CBS domain-containing protein	2681813000	Enterococcus canis NBRC 100695	13	271835	272335	NA	SAMD00046312	NA
	2682470603	Ga0128518_105223	CBS domain-containing protein	2681813000	Enterococcus canis NBRC 100695	13	216322	216966	NA	SAMD00046312	NA
	2682468781	Ga0128518_10158	CBS domain-containing protein	2681813000	Enterococcus canis NBRC 100695	13	42868	43566	NA	SAMD00046312	NA
