COG	Gene.ID	Locus.Tag	Gene.Product.Name	Genome.ID	Genome.Name	Batch1	Start.Coord	End.Coord	Is.Partial.Gene	Scaffold.ID	Gene_Product	Cat
	8025827910	Ga0609718_12_19519_20478	2-keto-3-deoxygluconate permease	8025822726	Paenibacillus sp. ClWae2A	1	19519	20478	NA	8025822737	NA	NA
	8025824702	Ga0609718_02_781414_781629	hypothetical protein	8025822726	Paenibacillus sp. ClWae2A	1	781414	781629	NA	8025822727	NA	NA
	8025827540	Ga0609718_09_204204_204782	hypothetical protein	8025822726	Paenibacillus sp. ClWae2A	1	204204	204782	NA	8025822734	NA	NA
	8025828933	Ga0609718_21_44965_45156	hypothetical protein	8025822726	Paenibacillus sp. ClWae2A	1	44965	45156	NA	8025822746	NA	NA
	8025826643	Ga0609718_06_157352_158854	hypothetical protein	8025822726	Paenibacillus sp. ClWae2A	1	157352	158854	NA	8025822731	NA	NA
	8025827893	Ga0609718_11_186419_186865	hypothetical protein	8025822726	Paenibacillus sp. ClWae2A	1	186419	186865	NA	8025822736	NA	NA
	2719360832	Ga0176052_124057	cytochrome c-type biogenesis protein CcsB	2718217922	Paenibacillus xylanexedens PAMC 22703	2	4498336	4499598	NA	2718228226	NA	NA
	8025828899	Ga0609718_21_3_212	hypothetical protein	8025822726	Paenibacillus sp. ClWae2A	1	3	212	NA	8025822746	NA	NA
	8025828221	Ga0609718_13_177111_178247	hypothetical protein	8025822726	Paenibacillus sp. ClWae2A	1	177111	178247	NA	8025822738	NA	NA
	8025827066	Ga0609718_07_288427_288861	hypothetical protein	8025822726	Paenibacillus sp. ClWae2A	1	288427	288861	NA	8025822732	NA	NA
	8025828565	Ga0609718_16_60009_60440	hypothetical protein	8025822726	Paenibacillus sp. ClWae2A	1	60009	60440	NA	8025822741	NA	NA
	8025823402	Ga0609718_01_817560_817697	hypothetical protein	8025822726	Paenibacillus sp. ClWae2A	1	817560	817697	NA	8025822726	NA	NA
	8025826064	Ga0609718_04_365048_366163	hypothetical protein	8025822726	Paenibacillus sp. ClWae2A	1	365048	366163	NA	8025822729	NA	NA
	8025827041	Ga0609718_07_270104_270649	hypothetical protein	8025822726	Paenibacillus sp. ClWae2A	1	270104	270649	NA	8025822732	NA	NA
	8025827635	Ga0609718_10_80684_80890	hypothetical protein	8025822726	Paenibacillus sp. ClWae2A	1	80684	80890	NA	8025822735	NA	NA
	8025823723	Ga0609718_01_1180866_1181426	hypothetical protein	8025822726	Paenibacillus sp. ClWae2A	1	1180866	1181426	NA	8025822726	NA	NA
	8025826505	Ga0609718_05_350130_350239	23S ribosomal RNA	8025822726	Paenibacillus sp. ClWae2A	1	350130	350239	NA	8025822730	NA	NA
	8025826784	Ga0609718_06_323338_323447	23S ribosomal RNA	8025822726	Paenibacillus sp. ClWae2A	1	323338	323447	NA	8025822731	NA	NA
	8025825248	Ga0609718_03_237028_237369	hypothetical protein	8025822726	Paenibacillus sp. ClWae2A	1	237028	237369	NA	8025822728	NA	NA
	8025826059	Ga0609718_04_360941_361207	hypothetical protein	8025822726	Paenibacillus sp. ClWae2A	1	360941	361207	NA	8025822729	NA	NA
	8025822980	Ga0609718_01_310195_310620	hypothetical protein	8025822726	Paenibacillus sp. ClWae2A	1	310195	310620	NA	8025822726	NA	NA
	8025825356	Ga0609718_03_349417_349836	hypothetical protein	8025822726	Paenibacillus sp. ClWae2A	1	349417	349836	NA	8025822728	NA	NA
	8025825200	Ga0609718_03_188123_188500	hypothetical protein	8025822726	Paenibacillus sp. ClWae2A	1	188123	188500	NA	8025822728	NA	NA
	8025826348	Ga0609718_05_202540_202695	hypothetical protein	8025822726	Paenibacillus sp. ClWae2A	1	202540	202695	NA	8025822730	NA	NA
	8025824987	Ga0609718_02_1071758_1072306	hypothetical protein	8025822726	Paenibacillus sp. ClWae2A	1	1071758	1072306	NA	8025822727	NA	NA
	8025826300	Ga0609718_05_142905_143240	hypothetical protein	8025822726	Paenibacillus sp. ClWae2A	1	142905	143240	NA	8025822730	NA	NA
	8025823883	Ga0609718_01_1358631_1359104	23S rRNA (pseudouridine1915-N3)-methyltransferase	8025822726	Paenibacillus sp. ClWae2A	1	1358631	1359104	NA	8025822726	NA	NA
	8025823341	Ga0609718_01_755733_755888	hypothetical protein	8025822726	Paenibacillus sp. ClWae2A	1	755733	755888	NA	8025822726	NA	NA
	8025825436	Ga0609718_03_436294_436668	hypothetical protein	8025822726	Paenibacillus sp. ClWae2A	1	436294	436668	NA	8025822728	NA	NA
	8025827723	Ga0609718_10_195235_195684	hypothetical protein	8025822726	Paenibacillus sp. ClWae2A	1	195235	195684	NA	8025822735	NA	NA
	8025828286	Ga0609718_14_60817_61098	hypothetical protein	8025822726	Paenibacillus sp. ClWae2A	1	60817	61098	NA	8025822739	NA	NA
	8025826626	Ga0609718_06_140463_141029	hypothetical protein	8025822726	Paenibacillus sp. ClWae2A	1	140463	141029	NA	8025822731	NA	NA
	8025824674	Ga0609718_02_765129_765572	hypothetical protein	8025822726	Paenibacillus sp. ClWae2A	1	765129	765572	NA	8025822727	NA	NA
	8025826519	Ga0609718_06_17146_18759	hypothetical protein	8025822726	Paenibacillus sp. ClWae2A	1	17146	18759	NA	8025822731	NA	NA
	8025824603	Ga0609718_02_700193_700618	hypothetical protein	8025822726	Paenibacillus sp. ClWae2A	1	700193	700618	NA	8025822727	NA	NA
	8025828927	Ga0609718_21_40471_41418	hypothetical protein	8025822726	Paenibacillus sp. ClWae2A	1	40471	41418	NA	8025822746	NA	NA
	8025825264	Ga0609718_03_258124_258240	hypothetical protein	8025822726	Paenibacillus sp. ClWae2A	1	258124	258240	NA	8025822728	NA	NA
	8025826768	Ga0609718_06_309847_310800	hypothetical protein	8025822726	Paenibacillus sp. ClWae2A	1	309847	310800	NA	8025822731	NA	NA
	8025824704	Ga0609718_02_782287_782679	hypothetical protein	8025822726	Paenibacillus sp. ClWae2A	1	782287	782679	NA	8025822727	NA	NA
	8025824212	Ga0609718_02_259271_260038	hypothetical protein	8025822726	Paenibacillus sp. ClWae2A	1	259271	260038	NA	8025822727	NA	NA
	8025827317	Ga0609718_08_250427_251311	hypothetical protein	8025822726	Paenibacillus sp. ClWae2A	1	250427	251311	NA	8025822733	NA	NA
	8025828102	Ga0609718_13_52620_52814	hypothetical protein	8025822726	Paenibacillus sp. ClWae2A	1	52620	52814	NA	8025822738	NA	NA
	8025823079	Ga0609718_01_416267_417028	hypothetical protein	8025822726	Paenibacillus sp. ClWae2A	1	416267	417028	NA	8025822726	NA	NA
	8025825925	Ga0609718_04_214385_214942	hypothetical protein	8025822726	Paenibacillus sp. ClWae2A	1	214385	214942	NA	8025822729	NA	NA
	8025829105	Ga0609718_24_11035_11190	hypothetical protein	8025822726	Paenibacillus sp. ClWae2A	1	11035	11190	NA	8025822749	NA	NA
	8025824834	Ga0609718_02_913824_914039	hypothetical protein	8025822726	Paenibacillus sp. ClWae2A	1	913824	914039	NA	8025822727	NA	NA
	8025828590	Ga0609718_16_78518_79189	hypothetical protein	8025822726	Paenibacillus sp. ClWae2A	1	78518	79189	NA	8025822741	NA	NA
	8025828814	Ga0609718_19_60666_61001	hypothetical protein	8025822726	Paenibacillus sp. ClWae2A	1	60666	61001	NA	8025822744	NA	NA
	8025828708	Ga0609718_18_22164_22319	hypothetical protein	8025822726	Paenibacillus sp. ClWae2A	1	22164	22319	NA	8025822743	NA	NA
	8025827254	Ga0609718_08_170951_171100	hypothetical protein	8025822726	Paenibacillus sp. ClWae2A	1	170951	171100	NA	8025822733	NA	NA
	8025824795	Ga0609718_02_865467_865607	hypothetical protein	8025822726	Paenibacillus sp. ClWae2A	1	865467	865607	NA	8025822727	NA	NA
	8025823366	Ga0609718_01_780055_780174	hypothetical protein	8025822726	Paenibacillus sp. ClWae2A	1	780055	780174	NA	8025822726	NA	NA
	8025825640	Ga0609718_03_660631_660990	hypothetical protein	8025822726	Paenibacillus sp. ClWae2A	1	660631	660990	NA	8025822728	NA	NA
	8025823596	Ga0609718_01_1024887_1026593	hypothetical protein	8025822726	Paenibacillus sp. ClWae2A	1	1024887	1026593	NA	8025822726	NA	NA
	8025825227	Ga0609718_03_214693_214851	hypothetical protein	8025822726	Paenibacillus sp. ClWae2A	1	214693	214851	NA	8025822728	NA	NA
	8025823858	Ga0609718_01_1335124_1335651	hypothetical protein	8025822726	Paenibacillus sp. ClWae2A	1	1335124	1335651	NA	8025822726	NA	NA
	8025825657	Ga0609718_03_684031_684534	hypothetical protein	8025822726	Paenibacillus sp. ClWae2A	1	684031	684534	NA	8025822728	NA	NA
	8025827045	Ga0609718_07_272371_273381	hypothetical protein	8025822726	Paenibacillus sp. ClWae2A	1	272371	273381	NA	8025822732	NA	NA
	8025824299	Ga0609718_02_350146_350247	hypothetical protein	8025822726	Paenibacillus sp. ClWae2A	1	350146	350247	NA	8025822727	NA	NA
	8025828417	Ga0609718_15_22754_23863	hypothetical protein	8025822726	Paenibacillus sp. ClWae2A	1	22754	23863	NA	8025822740	NA	NA
	8025826699	Ga0609718_06_218261_219679	hypothetical protein	8025822726	Paenibacillus sp. ClWae2A	1	218261	219679	NA	8025822731	NA	NA
	8025828796	Ga0609718_19_45610_45975	hypothetical protein	8025822726	Paenibacillus sp. ClWae2A	1	45610	45975	NA	8025822744	NA	NA
	8025827906	Ga0609718_12_12983_14761	hypothetical protein	8025822726	Paenibacillus sp. ClWae2A	1	12983	14761	NA	8025822737	NA	NA
	8025826033	Ga0609718_04_346634_346933	hypothetical protein	8025822726	Paenibacillus sp. ClWae2A	1	346634	346933	NA	8025822729	NA	NA
	8025827820	Ga0609718_11_94981_95661	hypothetical protein	8025822726	Paenibacillus sp. ClWae2A	1	94981	95661	NA	8025822736	NA	NA
